CODIGO;CIRCUITO;COORD_X;COORD_Y;CUSTTYPE;MAX_ESTRATO
M41972;AZA23L13;-75.48358082;5.052212827;RS6;10
M41979;AZA23L13;-75.48385688;5.052494636;RS6;28
M41980;AZA23L12;-75.49069302;5.053790537;RS6;110
M41987;AZA23L13;-75.48293689;5.050861641;CE;1
M41992;AZA23L13;-75.49442735;5.05802478;OF;2
M41996;AZA23L13;-75.49782156;5.059053655;CE;1
M41997;AZA23L13;-75.49638963;5.062923607;CE;2
M42005;AZA23L14;-75.48664986;5.057902628;RS6;19
M42006;AZA23L14;-75.48130677;5.050251071;CE;1
M42007;AZA23L14;-75.48185141;5.050918626;RS3;35
M42008;AZA23L14;-75.48211625;5.051363119;RS4;6
M42010;AZA23L14;-75.48203839;5.051866427;GI;1
M42011;AZA23L14;-75.48185364;5.0522158;GI;1
M42012;PSO23L17;-75.49379515;5.062574648;RS5;5
M42013;AZA23L14;-75.48180874;5.052146085;RS4;34
M42016;AZA23L14;-75.48262926;5.051697037;CE;1
M42019;AZA23L13;-75.48417009;5.056004548;RS5;61
M42020;AZA23L14;-75.48270257;5.052309193;CE;1
M42023;AZA23L14;-75.4818459;5.053165833;RS4;11
M42024;AZA23L14;-75.48237321;5.053918317;AP6;1
M42026;AZA23L14;-75.48258938;5.05141581;CE;2
M42029;AZA23L13;-75.48377355;5.054863687;RS5;13
M42033;AZA23L13;-75.4837171;5.054354624;RS5;12
M42035;AZA23L13;-75.48317378;5.054251138;RS5;10
M42036;AZA23L13;-75.48383964;5.05437662;RS5;17
M42037;AZA23L13;-75.48422283;5.054348638;RS6;23
M42038;AZA23L13;-75.48376594;5.053920847;RS5;8
M42039;AZA23L14;-75.48618764;5.058177195;RS5;17
M42044;AZA23L13;-75.48410156;5.054908789;RS5;9
M42045;AZA23L13;-75.48376594;5.053920847;RS5;5
M42046;AZA23L13;-75.48418166;5.054963224;RS5;15
M42048;AZA23L13;-75.48453598;5.054943306;RS5;23
M42049;AZA23L13;-75.48479709;5.055068695;CE;3
M42052;AZA23L14;-75.48444605;5.062941249;ID6;1
M42055;AZA23L14;-75.4831251;5.057193379;RS5;224
M42064;AZA23L14;-75.4828953;5.060099918;CE;2
M42065;AZA23L14;-75.48468264;5.06130568;CE;1
M42066;AZA23L14;-75.48507473;5.061692634;CE;2
M42068;PSO23L17;-75.49015009;5.063487729;CE;2
M42077;PSO23L17;-75.49592828;5.066909828;RS4;28
M42080;AZA23L14;-75.48224867;5.059847927;RS2;13
M42082;AZA23L14;-75.48055149;5.060105879;RS3;57
M42085;AZA23L14;-75.48004123;5.060119984;RS3;45
M42087;AZA23L14;-75.48042322;5.060948947;RS3;32
M42091;AZA23L13;-75.48453825;5.05659212;RS5;42
M42092;AZA23L14;-75.48226579;5.051771169;RS4;9
M42093;AZA23L14;-75.4821038;5.0520293;RS4;22
M42096;AZA23L14;-75.47937162;5.060418439;RS3;30
M42100;AZA23L14;-75.48221683;5.05225195;RS4;26
M42109;AZA23L15;-75.47386499;5.06172636;CE;1
M42113;PSO23L17;-75.49006265;5.062382882;RS5;9
M42115;AZA23L14;-75.48498474;5.059424397;RS5;53
M42116;AZA23L14;-75.48541062;5.059265447;RS5;74
M42117;AZA23L14;-75.48576615;5.059120787;RS5;70
M42118;AZA23L14;-75.48628139;5.058913244;RS5;30
M42121;AZA23L14;-75.48609751;5.058167934;RS5;35
M42123;AZA23L14;-75.48599011;5.058221003;RS5;6
M42124;AZA23L14;-75.48568879;5.058316079;RS5;41
M42125;PSO23L17;-75.49035686;5.064826993;GI;1
M42126;AZA23L14;-75.48564833;5.057903777;CE;15
M42127;AZA23L14;-75.48562587;5.057506887;RS5;30
M42128;AZA23L14;-75.48611654;5.057759394;RS5;17
M42129;AZA23L14;-75.48528069;5.05857722;RS5;28
M42130;AZA23L14;-75.48506753;5.058747541;RS5;30
M42132;AZA23L14;-75.48618945;5.058175392;RS5;8
M42133;AZA23L14;-75.4865008;5.058030622;CE;10
M42134;AZA23L14;-75.48663901;5.059385988;RS5;32
M42135;AZA23L14;-75.48662967;5.059521557;RS5;44
M42140;AZA23L14;-75.48370399;5.059397564;CE;2
M42141;AZA23L14;-75.48644641;5.063307763;RS2;4
M42152;PSO23L17;-75.48844117;5.063013468;RS4;26
M42153;PSO23L17;-75.48877648;5.062658136;RS4;20
M42156;PSO23L17;-75.48985072;5.062416711;RS5;38
M42168;PSO23L17;-75.4894608;5.061508182;RS5;16
M42169;PSO23L17;-75.48963643;5.061206694;RS6;25
M42172;PSO23L17;-75.48878306;5.061811148;RS5;30
M42174;PSO23L17;-75.4887863;5.061593303;PR6;1
M42175;PSO23L17;-75.48881895;5.06166197;CE;27
M42177;PSO23L17;-75.48898796;5.06133346;RS5;7
M42178;PSO23L17;-75.49014468;5.063488619;CE;12
M42188;PSO23L17;-75.49334122;5.063515455;RS5;41
M42192;PSO23L17;-75.492771;5.062979818;RS5;57
M42194;PSO23L17;-75.49278862;5.062776472;RS5;8
M42195;PSO23L17;-75.4925746;5.062930522;RS5;6
M42196;PSO23L17;-75.49195592;5.06230437;RS5;5
M42199;PSO23L17;-75.49203375;5.062178008;RS5;5
M42200;PSO23L17;-75.49371167;5.063170149;RS4;49
M42203;PSO23L17;-75.49379515;5.062574648;CE;1
M42205;PSO23L17;-75.49330939;5.062520122;RS6;21
M42206;PSO23L17;-75.49286609;5.062430447;RS5;4
M42208;PSO23L17;-75.49227812;5.062149681;RS6;13
M42210;PSO23L17;-75.49373804;5.064183548;RS4;28
M42217;PSO23L17;-75.49272296;5.064193712;RS4;30
M42218;PSO23L17;-75.49335765;5.064909395;RS4;58
M42220;PSO23L17;-75.49319277;5.065243454;RS4;47
M42224;PSO23L17;-75.49336987;5.06581338;RS3;46
M42226;PSO23L17;-75.49413917;5.064932104;RS4;41
M42228;PSO23L17;-75.49508008;5.065393622;RS4;29
M42229;PSO23L17;-75.49433805;5.065811237;GI;1
M42235;PSO23L17;-75.49510746;5.064887473;RS4;57
M42238;PSO23L17;-75.49414865;5.064372579;RS4;70
M42240;PSO23L17;-75.49480024;5.064074064;RS5;35
M42242;PSO23L17;-75.49486757;5.063447787;RS4;23
M42249;PSO23L17;-75.49531533;5.063927982;RS4;5
M42250;PSO23L17;-75.49541453;5.063912858;RS4;9
M42251;PSO23L17;-75.49533277;5.064542715;RS4;49
M42253;PSO23L17;-75.49589376;5.065166916;RS3;114
M42254;PSO23L17;-75.49611811;5.065217183;RS3;10
M42255;PSO23L17;-75.49611338;5.065306663;CE;1
M42258;PSO23L17;-75.4964677;5.066401319;RS4;46
M42264;PSO23L17;-75.49133295;5.06527685;RS3;52
M42265;PSO23L17;-75.49182218;5.065386527;RS2;49
M42267;PSO23L17;-75.49123989;5.064994588;RS3;59
M42268;PSO23L17;-75.4909632;5.064968597;CE;3
M42269;PSO23L17;-75.49092052;5.065465667;NC;1
M42272;AZA23L13;-75.48357964;5.055636992;RS5;16
M42277;AZA23L13;-75.48399352;5.056325015;RS5;47
M42278;AZA23L13;-75.48473714;5.056361198;RS5;14
M42279;AZA23L13;-75.48420915;5.05551651;RS5;19
M42280;AZA23L13;-75.4847501;5.055855017;RS6;13
M42283;AZA23L14;-75.48558859;5.057267248;RS6;41
M42284;AZA23L14;-75.48579237;5.057248767;CE;95
M42288;AZA23L13;-75.4836043;5.054772875;RS5;9
M42290;AZA23L13;-75.48389076;5.054854937;RS5;5
M42292;AZA23L13;-75.48414006;5.055017358;RS5;9
M42295;AZA23L14;-75.48664986;5.057902628;CE;87
M42302;PSO23L17;-75.48897684;5.061828799;RS5;36
M42306;PSO23L17;-75.48827916;5.060700757;RS6;17
M42310;PSO23L17;-75.49568557;5.064040076;CE;14
M42311;PSO23L17;-75.49571532;5.064035629;RS6;96
M42317;PSO23L17;-75.49089361;5.06172323;RS5;50
M42323;AZA23L14;-75.4864354;5.057129221;RS6;29
M42326;PSO23L17;-75.49551235;5.064093889;RS4;7
M42331;AZA23L14;-75.48470441;5.057942129;CE;1
M42337;AZA23L14;-75.48251455;5.051421049;CR6;1
M42341;AZA23L14;-75.48378463;5.061001544;RS3;118
M42343;PSO23L17;-75.4896877;5.06456772;CE;1
M42344;AZA23L14;-75.48239411;5.056054405;CE;1
M42352;PSO23L17;-75.49373791;5.062388292;RS5;5
M42362;AZA23L13;-75.4844949;5.057360372;CE;4
M42363;AZA23L14;-75.48136856;5.050421166;RS4;25
M42364;AZA23L14;-75.48519897;5.057715552;RS6;36
M42366;AZA23L13;-75.48420653;5.055483057;RS6;67
M42373;AZA23L13;-75.48500963;5.055521194;CE;102
M42378;AZA23L14;-75.4847926;5.057271614;PR6;1
M42604;AZA23L14;-75.48660113;5.058659116;CE;1
M42701;AZA23L13;-75.4821299;5.050208807;RS2;1
M42704;AZA23L13;-75.483177;5.056245262;RS5;92
M42813;PSO23L17;-75.49198445;5.062062181;CE;2
M42850;PSO23L17;-75.49403459;5.062348342;RS6;23
M42870;PSO23L17;-75.4908138;5.061549474;OF;1
M42890;AZA23L14;-75.47899216;5.058905077;OF;11
M42892;AZA23L14;-75.47969076;5.058209976;CE;1
M42897;AZA23L13;-75.48504809;5.056013943;RS5;17
M42900;AZA23L14;-75.48188753;5.051998032;RS4;33
M42903;AZA23L14;-75.48487447;5.061381181;RS2;1
M42920;AZA23L14;-75.48258931;5.051442929;CE;1
M42923;AZA23L13;-75.48503843;5.055909964;RS5;20
M42926;AZA23L14;-75.48550148;5.063017976;GI;1
M42974;PSO23L17;-75.48837716;5.060807664;CE;1
M42975;AZA23L14;-75.48519876;5.064051351;OC;1
M42976;AZA23L14;-75.48519878;5.064044119;MacroMedidor;1
M42978;AZA23L14;-75.48189164;5.052159849;CE;1
M42979;PSO23L17;-75.49063825;5.06206995;RS5;37
M42982;AZA23L13;-75.48417748;5.054463328;RS5;27
M42983;PSO23L17;-75.49008878;5.062387466;RS5;16
M42984;AZA23L13;-75.48383084;5.053923719;RS5;70
M42986;AZA23L14;-75.48456706;5.058445292;RS5;41
M42989;AZA23L14;-75.48277298;5.055578957;CE;1
M42990;AZA23L14;-75.48718953;5.063547334;CE;2
M42993;PSO23L17;-75.4938388;5.063528428;RS4;15
M42994;PSO23L17;-75.4900045;5.06330658;RS4;65
M42995;AZA23L13;-75.48453598;5.054943306;RS5;24
M42996;PSO23L17;-75.49132578;5.06526237;CE;1
M42997;PSO23L17;-75.49227903;5.062146068;RS6;28
M42999;AZA23L14;-75.48111713;5.056265489;PR6;2
M43002;AZA23L15;-75.48094132;5.050035029;RS3;26
M43007;AZA23L15;-75.48100089;5.051107261;RS3;27
M43008;AZA23L15;-75.48118388;5.050740709;RS3;23
M43009;AZA23L15;-75.48053661;5.051488486;RS4;42
M43012;AZA23L15;-75.48079441;5.051859742;RS4;4
M43013;AZA23L15;-75.48131484;5.051738993;RS4;102
M43014;AZA23L19;-75.46525452;5.05472738;GI;1
M43018;AZA23L15;-75.48153273;5.052215009;RS3;6
M43019;AZA23L15;-75.48166655;5.052414208;RS4;39
M43022;AZA23L19;-75.45995683;5.057226201;GI;2
M43023;AZA23L15;-75.4814099;5.052674816;RS4;79
M43024;AZA23L15;-75.48060284;5.049843461;RS4;13
M43025;AZA23L15;-75.48046969;5.049372174;RS4;88
M43027;AZA23L15;-75.4806163;5.05060462;RS4;5
M43030;AZA23L15;-75.48030009;5.050156384;RS4;8
M43031;AZA23L15;-75.4801339;5.049920947;RS4;16
M43032;AZA23L15;-75.48036163;5.050792917;RS4;2
M43033;AZA23L15;-75.48015754;5.050939757;RS4;36
M43036;AZA23L19;-75.47983315;5.051256242;RS4;68
M43038;AZA23L15;-75.43820883;5.072508402;CE;2
M43039;AZA23L15;-75.48041211;5.051160949;CE;2
M43040;AZA23L15;-75.48018215;5.051563543;RS6;2
M43041;AZA23L15;-75.48028513;5.051846734;CE;7
M43044;AZA23L15;-75.45999576;5.068737081;RS3;1
M43045;AZA23L19;-75.47932798;5.051767534;RS4;73
M43046;AZA23L19;-75.47923728;5.052361205;RS4;19
M43051;AZA23L19;-75.47889555;5.05276081;RS4;65
M43053;AZA23L19;-75.4795445;5.050646706;RS4;102
M43055;AZA23L19;-75.47841075;5.052689104;RS4;27
M43057;AZA23L19;-75.47808549;5.053723321;RS4;33
M43058;AZA23L19;-75.47917433;5.053399688;RS4;87
M43060;AZA23L19;-75.47418024;5.060738225;CE;1
M43061;AZA23L19;-75.47899464;5.053890992;RS4;4
M43067;AZA23L15;-75.47998868;5.053629495;AP6;1
M43068;AZA23L15;-75.47990672;5.053600366;GI;1
M43069;AZA23L15;-75.48032625;5.053087055;RS4;15
M43070;AZA23L15;-75.4747491;5.06181443;RS3;83
M43072;AZA23L15;-75.47998507;5.052529379;RS4;4
M43076;AZA23L19;-75.47951284;5.050642574;CE;1
M43079;AZA23L19;-75.46999567;5.055072996;RS4;6
M43081;AZA23L19;-75.47907968;5.049732131;RS4;44
M43082;AZA23L19;-75.47898285;5.049518559;RS4;51
M43083;AZA23L19;-75.47890882;5.049193859;CE;1
M43084;AZA23L19;-75.47874098;5.048896045;RS4;65
M43087;AZA23L19;-75.4782691;5.048704146;RS5;76
M43088;AZA23L19;-75.47794119;5.048617461;RS4;100
M43089;AZA23L19;-75.4777736;5.0485836;CE;2
M43091;AZA23L19;-75.47140117;5.055582444;RS2;4
M43093;AZA23L15;-75.4707474;5.063688307;RS3;66
M43096;AZA23L15;-75.47074193;5.063715412;RS3;55
M43097;AZA23L19;-75.47878604;5.048169381;RS5;4
M43098;AZA23L19;-75.47859722;5.047972757;RS6;10
M43100;AZA23L19;-75.48000108;5.048944353;RS5;147
M43101;AZA23L19;-75.47901;5.047639315;RS5;6
M43102;AZA23L19;-75.47890654;5.047552281;RS5;4
M43103;AZA23L19;-75.4795874;5.048177687;RS3;10
M43104;AZA23L19;-75.47976992;5.04836887;CE;1
M43105;AZA23L19;-75.47096405;5.055916721;RS6;2
M43106;AZA23L19;-75.47999761;5.048154292;CE;2
M43107;AZA23L19;-75.48009003;5.048697794;CE;1
M43108;AZA23L19;-75.48000402;5.048849446;RS4;11
M43109;AZA23L19;-75.47948567;5.047697321;RS4;16
M43110;AZA23L15;-75.46953382;5.065231935;RS1;6
M43111;AZA23L19;-75.47969493;5.047338183;RS4;9
M43113;AZA23L19;-75.47959612;5.047195115;RS5;5
M43115;AZA23L19;-75.4791857;5.046935572;RS5;36
M43119;AZA23L19;-75.4788712;5.047260218;RS6;4
M43123;AZA23L19;-75.47894853;5.051009991;RS4;7
M43132;AZA23L19;-75.47578815;5.052442165;RS6;2
M43133;AZA23L19;-75.47555512;5.052625089;CE;1
M43139;AZA23L19;-75.47511779;5.054873028;RS2;2
M43142;AZA23L15;-75.46286716;5.067554689;RS4;1
M43143;AZA23L19;-75.46532042;5.054692291;RS2;5
M43144;AZA23L15;-75.45751637;5.068737628;RS3;1
M43151;AZA23L19;-75.46374727;5.056196143;RS2;1
M43155;AZA23L19;-75.46374727;5.056196143;CE;1
M43159;AZA23L15;-75.47707404;5.059589253;RS3;83
M43160;AZA23L15;-75.4770208;5.061074308;CE;1
M43167;AZA23L15;-75.47713693;5.06187007;RS2;7
M43169;AZA23L15;-75.47618126;5.061921938;CE;2
M43178;AZA23L15;-75.47842619;5.06326625;RS3;81
M43180;AZA23L15;-75.47867695;5.0621062;RS3;80
M43182;AZA23L15;-75.47691754;5.062371218;RS3;67
M43186;AZA23L19;-75.45855624;5.05459042;RS2;4
M43187;AZA23L15;-75.47574609;5.062554526;RS3;26
M43189;AZA23L15;-75.47467942;5.063021027;RS3;98
M43192;AZA23L15;-75.47582453;5.063279686;RS3;83
M43194;AZA23L15;-75.47582242;5.063773237;RS3;82
M43195;AZA23L15;-75.47604049;5.064170611;RS2;45
M43197;AZA23L15;-75.47624427;5.064516424;RS2;48
M43201;AZA23L15;-75.47539141;5.065276336;RS2;69
M43208;AZA23L15;-75.4743343;5.066613359;RS3;65
M43213;AZA23L15;-75.47315288;5.06644952;RS2;89
M43215;AZA23L15;-75.4726325;5.066544948;RS2;79
M43216;AZA23L15;-75.47355376;5.066195604;RS3;26
M43217;AZA23L15;-75.47406655;5.066252923;RS2;49
M43219;AZA23L15;-75.47253916;5.067473068;RS2;51
M43220;AZA23L19;-75.45322382;5.052949055;RS2;2
M43222;AZA23L15;-75.44839351;5.066391796;CE;1
M43223;AZA23L15;-75.47216146;5.067466705;RS2;78
M43224;AZA23L15;-75.47213258;5.068207868;RS2;15
M43225;AZA23L19;-75.45169708;5.052831323;RS2;1
M43227;AZA23L15;-75.47154604;5.068445954;RS2;81
M43228;AZA23L15;-75.47271838;5.067906504;RS2;83
M43230;AZA23L15;-75.47298926;5.068455874;RS2;71
M43231;AZA23L15;-75.47314639;5.068710274;RS2;27
M43235;AZA23L15;-75.47350831;5.06926439;RS2;146
M43237;AZA23L19;-75.47605711;5.059623794;RS3;102
M43242;AZA23L19;-75.44933017;5.05272684;RS2;20
M43243;AZA23L19;-75.47540493;5.060527932;RS3;145
M43247;AZA23L19;-75.47555619;5.06096853;RS3;143
M43250;AZA23L19;-75.47478957;5.060394429;RS3;91
M43253;AZA23L19;-75.47317085;5.061370289;RS3;100
M43256;AZA23L19;-75.47353409;5.060658881;RS3;53
M43257;AZA23L19;-75.47303125;5.060954126;RS3;72
M43260;AZA23L19;-75.47385286;5.060067587;RS3;38
M43262;AZA23L19;-75.47357911;5.059586008;RS3;48
M43263;AZA23L19;-75.475346;5.059569602;CE;1
M43266;AZA23L19;-75.47602399;5.059166314;RS3;87
M43267;AZA23L19;-75.47506317;5.059111503;RS3;72
M43268;AZA23L15;-75.44330863;5.080980361;RS2;3
M43270;AZA23L19;-75.47523756;5.058582222;RS3;79
M43271;AZA23L19;-75.47478529;5.058842341;RS3;61
M43273;AZA23L19;-75.47291495;5.060594971;RS3;84
M43277;AZA23L19;-75.47200824;5.060529441;RS3;68
M43279;AZA23L15;-75.44613269;5.082866808;RS2;3
M43280;AZA23L19;-75.47116178;5.061622919;RS3;124
M43284;AZA23L19;-75.47009312;5.062159915;RS3;26
M43286;AZA23L19;-75.47950201;5.047708326;RS5;40
M43288;AZA23L19;-75.47912628;5.046906499;RS5;10
M43290;AZA23L19;-75.47053679;5.061370971;RS3;65
M43291;AZA23L19;-75.46942045;5.061509207;RS3;70
M43292;AZA23L15;-75.47521159;5.067276325;RS3;68
M43294;AZA23L19;-75.4703557;5.060963745;RS3;89
M43295;AZA23L19;-75.46977488;5.062172681;AP6;1
M43296;AZA23L19;-75.46886931;5.062014043;RS3;68
M43297;AZA23L19;-75.47899464;5.053890992;RS5;7
M43299;AZA23L19;-75.46906807;5.062564137;RS3;72
M43300;AZA23L19;-75.46866458;5.062780078;RS3;69
M43301;AZA23L19;-75.46920265;5.063186386;RS3;79
M43303;AZA23L19;-75.46992305;5.063491906;RS3;48
M43304;AZA23L15;-75.47615981;5.061114659;RS3;80
M43306;AZA23L15;-75.47821638;5.062804716;RS3;79
M43307;AZA23L19;-75.47510876;5.054882045;RS3;1
M43308;AZA23L19;-75.47516823;5.059277186;RS3;84
M43311;AZA23L19;-75.47095237;5.055915389;CE;1
M43316;AZA23L19;-75.44333189;5.055654019;CE;1
M43317;AZA23L19;-75.44333189;5.055654019;CE;1
M43318;AZA23L15;-75.47518504;5.069264943;CE;1
M43319;AZA23L19;-75.47267009;5.055346049;CE;1
M43321;AZA23L15;-75.47482721;5.067785196;RS3;107
M43323;AZA23L19;-75.47406935;5.0578182;RS4;31
M43325;AZA23L19;-75.47166002;5.061727208;RS3;101
M43327;AZA23L19;-75.47146358;5.062791567;RS3;71
M43333;AZA23L19;-75.47949444;5.052629409;CE;1
M43336;AZA23L19;-75.47921248;5.052917977;RS4;13
M43337;AZA23L19;-75.47874831;5.052886095;RS4;9
M43339;AZA23L19;-75.47906253;5.054144266;RS5;82
M43341;AZA23L19;-75.47927526;5.053412592;RS5;5
M43345;AZA23L15;-75.48016822;5.052831751;RS4;24
M43348;AZA23L19;-75.47935645;5.050088066;RS5;5
M43349;AZA23L19;-75.47869829;5.05049593;RS4;18
M43352;AZA23L19;-75.47307829;5.05833099;RS4;42
M43353;AZA23L15;-75.47985365;5.061620076;CE;1
M43356;AZA23L19;-75.47525374;5.053843768;RS6;33
M43357;AZA23L15;-75.48110577;5.061254361;RS2;44
M43363;AZA23L19;-75.4796603;5.05005989;RS4;15
M43364;AZA23L15;-75.48221627;5.06166298;RS2;53
M43367;AZA23L19;-75.47222354;5.058767281;RS4;57
M43368;AZA23L15;-75.48271221;5.06197426;RS2;45
M43371;AZA23L19;-75.47900228;5.046743482;RS6;14
M43380;AZA23L15;-75.48182772;5.06350427;CE;9
M43381;AZA23L19;-75.47849687;5.050659047;RS5;45
M43382;AZA23L15;-75.48008117;5.052674248;RS5;22
M43388;AZA23L19;-75.47142868;5.057946331;RS4;106
M43390;AZA23L15;-75.4745956;5.065567238;RS3;73
M43391;AZA23L15;-75.47514388;5.066219442;CE;1
M43393;AZA23L15;-75.47552448;5.066148071;RS3;84
M43394;AZA23L15;-75.47579499;5.065390331;RS3;72
M43395;AZA23L19;-75.47974811;5.048358334;CE;1
M43398;AZA23L19;-75.47050315;5.060394626;CE;2
M43404;AZA23L15;-75.47950378;5.056162972;AP6;1
M43410;AZA23L19;-75.45349092;5.053200116;RS5;1
M43415;AZA23L19;-75.47367124;5.058051335;RS4;55
M43416;AZA23L15;-75.4769238;5.062392928;RS3;54
M43417;AZA23L19;-75.47846808;5.053830584;RS5;63
M43418;AZA23L15;-75.48082357;5.05026163;CE;1
M43434;AZA23L15;-75.47789223;5.061386846;RS4;30
M43436;AZA23L19;-75.47178999;5.057651638;RS4;98
M43443;AZA23L15;-75.47820476;5.05437043;RS5;17
M43452;AZA23L15;-75.47650509;5.065349081;RS3;3
M43676;AZA23L19;-75.47912355;5.047281632;RS5;6
M43677;AZA23L19;-75.47912334;5.047370218;RS5;8
M43678;AZA23L19;-75.47965487;5.05006982;RS4;16
M43680;AZA23L15;-75.48051327;5.049609117;RS4;40
M43681;AZA23L19;-75.47894853;5.051009991;RS4;18
M43808;AZA23L19;-75.47889604;5.047536005;RS5;27
M43811;AZA23L19;-75.47871328;5.04733124;RS5;38
M43816;AZA23L19;-75.47956553;5.048168057;RS4;13
M43845;AZA23L19;-75.47735061;5.050137347;OF;1
M43858;AZA23L15;-75.48066723;5.049321136;RS4;7
M43861;AZA23L15;-75.47341269;5.067466202;RS3;40
M43862;AZA23L15;-75.47356014;5.067990858;RS3;56
M43881;AZA23L15;-75.47869753;5.064364316;RS3;26
M43896;AZA23L15;-75.47869393;5.061067605;RS3;26
M43897;AZA23L19;-75.47952895;5.048118786;RS4;12
M43902;AZA23L15;-75.47878708;5.065334475;RS2;63
M43904;AZA23L15;-75.47903462;5.065849435;RS2;85
M43906;AZA23L15;-75.47923015;5.066250369;RS2;73
M43921;AZA23L15;-75.47938004;5.066518309;RS2;54
M43931;AZA23L19;-75.47406632;5.057796069;RS4;30
M43938;AZA23L19;-75.4738501;5.054610452;CE;1
M43972;AZA23L19;-75.47921774;5.047839601;RS5;12
M43973;AZA23L19;-75.4721807;5.059324006;RS4;58
M43974;AZA23L19;-75.4799697;5.048139766;RS4;16
M43976;AZA23L15;-75.48037583;5.05235317;RS4;30
M43978;AZA23L15;-75.4484527;5.068130088;RS3;1
M43981;AZA23L15;-75.47423181;5.069053761;RS2;56
M43985;AZA23L15;-75.47733578;5.062385814;CE;1
M43988;AZA23L15;-75.47422283;5.068309791;RS3;33
M43990;AZA23L19;-75.48029563;5.047932656;RS5;19
M43992;AZA23L19;-75.46463308;5.054140979;CE;1
M43994;AZA23L19;-75.47063571;5.057824134;RS4;98
M43995;AZA23L19;-75.47980949;5.048407838;RS4;28
M43999;AZA23L15;-75.48145764;5.063331605;CE;1
M44001;AZA23L18;-75.48252002;5.046612043;RS5;26
M44003;AZA23L18;-75.48233687;5.046306961;RS6;9
M44004;AZA23L18;-75.48229732;5.046261666;RS6;11
M44006;AZA23L16;-75.48436811;5.052080981;RS6;35
M44009;AZA23L16;-75.48912529;5.051251098;RS6;4
M44012;AZA23L16;-75.49123105;5.049412196;RS6;5
M44013;AZA23L18;-75.48284931;5.044663935;PR6;2
M44015;AZA23L16;-75.49040754;5.05035029;RS6;25
M44017;AZA23L16;-75.49011406;5.050929909;RS6;7
M44019;AZA23L16;-75.48974365;5.050153408;RS6;5
M44020;AZA23L16;-75.48982147;5.049663655;RS6;29
M44023;AZA23L16;-75.48955418;5.050225259;RS6;56
M44025;AZA23L16;-75.48945808;5.051184118;RS6;4
M44026;AZA23L16;-75.48936884;5.049337121;RS6;6
M44027;AZA23L16;-75.48910032;5.05040132;RS6;8
M44028;AZA23L16;-75.48891501;5.050459127;RS6;12
M44029;AZA23L16;-75.48864105;5.050576464;RS6;6
M44030;AZA23L16;-75.48840034;5.050168798;RS6;13
M44032;AZA23L16;-75.49000286;5.049582744;RS6;13
M44033;AZA23L18;-75.48293142;5.047574861;CE;2
M44037;AZA23L16;-75.48700618;5.053012216;RS6;5
M44042;AZA23L18;-75.48429084;5.045717874;RS6;34
M44047;AZA23L16;-75.48350605;5.050721123;RS5;40
M44326;AZA23L16;-75.48475343;5.050811878;RS6;29
M44327;AZA23L18;-75.482817;5.046816164;RS6;28
M44331;AZA23L16;-75.48257295;5.049290581;RS5;9
M44341;AZA23L18;-75.48295825;5.047665322;RS6;34
M44344;AZA23L16;-75.48779304;5.051581385;RS6;32
M44345;AZA23L18;-75.48267415;5.046619655;RS5;20
M44348;AZA23L18;-75.48249624;5.046385093;RS6;4
M44357;AZA23L18;-75.48184904;5.045264408;RS5;14
M44358;AZA23L18;-75.48157825;5.045043177;RS2;12
M44360;AZA23L18;-75.48206141;5.045783799;CE;12
M44362;AZA23L16;-75.48295212;5.049428916;RS5;13
M44367;AZA23L16;-75.48328048;5.049702718;NC;1
M44368;AZA23L16;-75.4834508;5.05009274;CE;17
M44370;AZA23L16;-75.48312951;5.04987952;RS6;43
M44373;AZA23L16;-75.48382004;5.050603478;RS6;22
M44375;AZA23L16;-75.48350605;5.050721123;RS5;11
M44376;AZA23L16;-75.48397714;5.050872339;RS6;15
M44383;AZA23L16;-75.48466007;5.05249571;RS6;99
M44394;AZA23L16;-75.48474891;5.05081729;RS6;50
M44397;AZA23L16;-75.48520139;5.050838291;RS6;17
M44398;AZA23L16;-75.48482378;5.051164592;RS6;9
M44402;AZA23L16;-75.48605193;5.051380043;RS6;50
M44403;AZA23L16;-75.48630284;5.051252299;RS6;9
M44406;AZA23L16;-75.48664678;5.051422184;RS6;18
M44407;AZA23L16;-75.48679524;5.051907067;RS6;31
M44411;AZA23L16;-75.4859404;5.052382252;RS6;10
M44412;AZA23L16;-75.48694999;5.052398294;RS6;63
M44416;AZA23L16;-75.48614075;5.053028167;RS6;70
M44420;AZA23L16;-75.48542386;5.053491938;RS6;6
M44422;AZA23L16;-75.48495871;5.052018255;PR6;1
M44423;AZA23L16;-75.48716191;5.052733278;RS6;12
M44425;AZA23L16;-75.48700618;5.053012216;RS6;9
M44427;AZA23L16;-75.4875367;5.05245307;RS6;19
M44432;AZA23L16;-75.48840109;5.052126155;RS6;22
M44433;AZA23L16;-75.48891131;5.0521256;RS6;30
M44434;AZA23L16;-75.48930161;5.052136502;CE;11
M44436;AZA23L16;-75.48930812;5.052791884;RS6;28
M44440;AZA23L16;-75.48970785;5.052634674;RS6;9
M44441;AZA23L16;-75.4898944;5.052288013;RS6;27
M44444;AZA23L16;-75.49005322;5.052588516;RS6;8
M44450;AZA23L16;-75.4912877;5.052796742;RS6;57
M44453;AZA23L16;-75.49094912;5.051908228;RS6;22
M44458;AZA23L16;-75.4853743;5.05016708;RS6;7
M44459;AZA23L16;-75.48560053;5.050182099;RS6;26
