CODIGO;CIRCUITO;COORD_X;COORD_Y;CUSTTYPE;MAX_ESTRATO
M44464;AZA23L16;-75.4864225;5.050244686;RS6;35
M44465;AZA23L16;-75.48656356;5.050066954;RS6;11
M44468;AZA23L16;-75.48623063;5.04982026;RS3;8
M44471;AZA23L16;-75.48779304;5.051578673;RS6;10
M44473;AZA23L16;-75.48841343;5.051499745;RS6;30
M44475;AZA23L16;-75.48842631;5.051763731;RS6;4
M44476;AZA23L16;-75.48883182;5.051451959;RS6;21
M44479;AZA23L16;-75.48874681;5.05119774;RS6;17
M44480;AZA23L16;-75.48863906;5.051023916;CE;1
M44483;AZA23L16;-75.48945808;5.051184118;RS6;34
M44484;AZA23L16;-75.48913;5.051534951;RS6;12
M44487;AZA23L16;-75.48890792;5.050930565;RS6;5
M44488;AZA23L16;-75.48919845;5.050822804;RS6;21
M44490;AZA23L16;-75.48827771;5.05059817;RS6;31
M44493;AZA23L16;-75.48769632;5.049845557;RS6;9
M44494;AZA23L16;-75.48759854;5.049649159;RS6;5
M44496;AZA23L16;-75.48822633;5.050230135;RS6;15
M44497;AZA23L16;-75.48486956;5.05087544;RS6;119
M44498;AZA23L16;-75.48825564;5.050407382;RS6;5
M44499;AZA23L16;-75.48864105;5.050576464;RS6;12
M44501;AZA23L16;-75.48910032;5.05040132;RS6;12
M44502;AZA23L16;-75.48927266;5.050331235;RS6;5
M44503;AZA23L16;-75.48955418;5.050225259;RS6;6
M44504;AZA23L16;-75.48946681;5.050195214;RS6;5
M44505;AZA23L16;-75.48974365;5.050153408;RS6;10
M44506;AZA23L16;-75.48991313;5.050153823;RS6;8
M44509;AZA23L16;-75.49026718;5.049874466;RS6;5
M44510;AZA23L16;-75.48986791;5.049842752;RS6;10
M44513;AZA23L16;-75.48982147;5.049663655;RS6;5
M44517;AZA23L16;-75.48936884;5.049337121;RS6;6
M44518;AZA23L16;-75.48916493;5.049414361;RS6;12
M44520;AZA23L16;-75.48927203;5.049852138;RS6;29
M44521;AZA23L16;-75.48899955;5.049953616;RS6;12
M44522;AZA23L16;-75.48870718;5.050075836;RS6;27
M44523;AZA23L16;-75.48840402;5.050188086;RS6;4
M44524;AZA23L16;-75.4894502;5.050723083;RS6;7
M44525;AZA23L16;-75.4897272;5.050616192;RS6;8
M44526;AZA23L16;-75.49001954;5.050505723;RS6;6
M44528;AZA23L16;-75.49040754;5.05035029;RS6;5
M44531;AZA23L16;-75.49086064;5.04974756;RS6;19
M44533;AZA23L16;-75.4904461;5.04969321;RS6;27
M44535;AZA23L16;-75.4907435;5.048987047;RS6;8
M44537;AZA23L16;-75.49010941;5.049140068;RS6;6
M44538;AZA23L16;-75.49011406;5.050929909;RS6;8
M44539;AZA23L16;-75.49031797;5.050854477;RS6;5
M44540;AZA23L16;-75.49053814;5.050767334;RS6;25
M44542;AZA23L16;-75.48983055;5.051485145;RS6;54
M44545;AZA23L16;-75.49050005;5.051228257;RS6;5
M44547;AZA23L16;-75.49100078;5.05105683;RS6;6
M44549;AZA23L16;-75.4912383;5.050873909;RS6;22
M44550;AZA23L16;-75.4914598;5.050610497;RS6;5
M44552;AZA23L16;-75.49134755;5.049694516;RS6;11
M44553;AZA23L16;-75.49069055;5.051478216;RS6;12
M44556;AZA23L16;-75.49109545;5.051415932;RS6;7
M44557;AZA23L16;-75.49129139;5.051284435;RS6;15
M44558;AZA23L16;-75.49143591;5.051166371;RS6;5
M44560;AZA23L16;-75.49165304;5.050846903;RS6;13
M44562;AZA23L16;-75.49196841;5.050534003;RS6;61
M44566;AZA23L16;-75.49219592;5.049649589;RS6;18
M44569;AZA23L16;-75.49209613;5.048798722;RS6;27
M44570;AZA23L16;-75.49139084;5.049317673;RS6;23
M44572;AZA23L16;-75.49132117;5.049421457;RS6;12
M44575;AZA23L16;-75.49145593;5.048868567;RS6;10
M44576;AZA23L16;-75.49161329;5.048661042;RS6;10
M44577;AZA23L16;-75.49134527;5.049152137;RS6;8
M44578;AZA23L16;-75.4913877;5.048386591;RS6;25
M44584;AZA23L16;-75.49187701;5.051418752;RS6;18
M44589;AZA23L16;-75.49208004;5.051703091;RS6;46
M44594;AZA23L16;-75.49272617;5.050681396;RS6;35
M44595;AZA23L16;-75.49271526;5.050348714;RS6;17
M44599;AZA23L16;-75.49278795;5.050482678;RS6;21
M44600;AZA23L16;-75.49214292;5.048740186;CE;1
M44601;AZA23L16;-75.49285513;5.051400357;RS6;34
M44602;AZA23L16;-75.49321538;5.051534121;RS6;11
M44605;AZA23L16;-75.49210196;5.052694783;RS6;34
M44607;AZA23L16;-75.49210123;5.052993991;RS6;36
M44611;AZA23L16;-75.49263707;5.051729767;RS6;13
M44613;AZA23L16;-75.48318668;5.050459094;RS6;111
M44621;AZA23L18;-75.48267862;5.047371753;RS5;9
M44622;AZA23L18;-75.48257033;5.04704968;RS6;50
M44625;AZA23L18;-75.48231681;5.046770638;RS5;32
M44637;AZA23L16;-75.48501267;5.052072625;RS6;5
M44638;AZA23L16;-75.48471602;5.052468729;RS6;9
M44642;AZA23L16;-75.48427789;5.051741777;RS6;55
M44645;AZA23L16;-75.48350318;5.050421908;RS6;10
M44654;AZA23L16;-75.48567512;5.05027539;RS6;8
M44656;AZA23L16;-75.48556693;5.050284163;RS6;9
M44661;AZA23L16;-75.48789343;5.052185472;RS6;9
M44662;AZA23L16;-75.48795306;5.051760761;RS6;9
M44665;AZA23L16;-75.4883245;5.052112407;RS6;10
M44667;AZA23L16;-75.48902606;5.051277973;RS6;9
M44672;AZA23L16;-75.49148663;5.051437682;RS6;37
M44675;AZA23L16;-75.49038091;5.051659151;RS6;37
M44680;AZA23L16;-75.49075412;5.049438146;RS6;5
M44682;AZA23L16;-75.4904461;5.04969321;RS6;9
M44683;AZA23L16;-75.49144246;5.049957799;RS6;13
M44685;AZA23L16;-75.49181348;5.049004132;RS5;9
M44686;AZA23L16;-75.49433599;5.045930528;CE;1
M44694;AZA23L16;-75.49082509;5.050278094;RS6;17
M44696;AZA23L16;-75.48888289;5.050843724;RS6;5
M44698;AZA23L16;-75.48923483;5.050690916;RS6;4
M44699;AZA23L16;-75.4891356;5.050717791;RS6;5
M44702;AZA23L16;-75.48986491;5.050702405;RS6;9
M44704;AZA23L16;-75.48971573;5.050514017;RS6;4
M44709;AZA23L16;-75.49009113;5.050352226;RS6;5
M44710;AZA23L16;-75.49021565;5.05030191;RS6;5
M44711;AZA23L16;-75.490619;5.050138379;RS6;9
M44712;AZA23L16;-75.49052892;5.05011104;RS6;14
M44719;AZA23L18;-75.48186131;5.045777882;RS5;11
M44723;AZA23L18;-75.48210852;5.046058716;RS6;5
M44725;AZA23L18;-75.48133282;5.045143814;RS5;24
M44726;AZA23L18;-75.48359712;5.044819447;PR6;1
M44727;AZA23L18;-75.48443464;5.045153258;RS6;16
M44730;AZA23L18;-75.48524397;5.044484515;RS6;21
M44732;AZA23L16;-75.49016545;5.049816363;RS6;5
M44738;AZA23L16;-75.4924764;5.053299543;RS6;15
M44739;AZA23L16;-75.48752186;5.050041286;RS6;25
M44746;AZA23L16;-75.48939079;5.048840904;RS6;124
M44752;AZA23L16;-75.48977774;5.048003888;RS6;36
M44755;AZA23L16;-75.48895795;5.048160069;RS5;11
M44757;AZA23L16;-75.48898715;5.049491665;RS6;11
M44762;AZA23L18;-75.48451185;5.045651525;RS6;45
M44764;AZA23L16;-75.49272027;5.051621496;RS6;19
M44815;AZA23L18;-75.48206452;5.045989003;RS6;22
M44855;AZA23L16;-75.48969773;5.049765499;RS6;15
M44901;AZA23L16;-75.4907812;5.049053128;RS6;4
M44903;AZA23L16;-75.49090691;5.048887108;RS6;18
M44905;AZA23L16;-75.49164464;5.047634226;RS6;19
M44908;AZA23L16;-75.48962288;5.049408253;RS6;5
M44910;AZA23L16;-75.48955724;5.052294417;CR6;1
M44924;AZA23L16;-75.49145497;5.049262689;RS6;19
M44933;AZA23L18;-75.48304534;5.045966108;RS6;11
M44934;AZA23L16;-75.48637166;5.052970882;RS6;11
M44935;AZA23L16;-75.49417151;5.046102781;CE;1
M44952;AZA23L16;-75.49112843;5.050461436;RS6;4
M44954;AZA23L16;-75.48393539;5.047304339;RS4;2
M44956;AZA23L16;-75.48379339;5.046395518;CE;12
M44957;AZA23L16;-75.48393889;5.046980733;AP6;1
M44961;AZA23L16;-75.48403058;5.046716101;CE;3
M44962;AZA23L16;-75.4838753;5.047916166;OF6;1
M44965;AZA23L16;-75.48493375;5.051168478;RS6;9
M44971;AZA23L16;-75.48397667;5.049960251;RS4;10
M44976;AZA23L16;-75.48983022;5.049404242;RS6;11
M44977;AZA23L18;-75.48304374;5.04809039;CE;2
M44978;AZA23L16;-75.49053814;5.050767334;RS6;2
M44982;AZA23L16;-75.48816696;5.051653716;RS6;15
M44985;AZA23L16;-75.48827906;5.049679757;RS6;169
M44988;AZA23L16;-75.49205188;5.047720196;RS6;10
M44990;AZA23L16;-75.48695209;5.049327571;RS6;199
M44991;AZA23L16;-75.49036813;5.049876521;RS6;40
M44992;AZA23L16;-75.48772093;5.050472057;RS6;54
M44993;AZA23L16;-75.4892775;5.049828648;RS6;35
M44997;AZA23L16;-75.48886066;5.048869434;RS6;125
M44998;AZA23L16;-75.49144965;5.048857704;RS6;25
M45007;AZA23L17;-75.48142062;5.034313796;GI;1
M45008;AZA23L17;-75.49656424;5.039291884;CE;5
M45009;AZA23L17;-75.49624833;5.039462866;RS1;7
M45012;AZA23L17;-75.49958977;5.039910329;CE;2
M45014;AZA23L17;-75.49705989;5.038978515;CE;1
M45015;AZA23L17;-75.49185256;5.041095524;CE;1
M45016;AZA23L17;-75.47266179;5.039332611;RS6;8
M45017;AZA23L17;-75.48117885;5.033652414;CE;1
M45267;AZA23L17;-75.47879511;5.042267517;CE;5
M45268;AZA23L17;-75.47879511;5.042267517;AP6;1
M45301;AZA23L17;-75.49328049;5.04033246;GI;1
M45598;AZA23L17;-75.47129527;5.039679056;RS2;1
M45628;AZA23L17;-75.47513354;5.04078504;GI;1
M45694;AZA23L17;-75.48538239;5.039480574;CE;1
M45695;AZA23L17;-75.48481615;5.038802124;CE;1
M45700;AZA23L17;-75.48194727;5.034594412;GI;1
M45703;AZA23L17;-75.48105253;5.033701821;AP6;1
M45705;AZA23L17;-75.48006175;5.034486724;OF;1
M45707;AZA23L17;-75.49185338;5.041127164;CE;1
M45708;AZA23L17;-75.49196482;5.041268454;GI;1
M45720;AZA23L17;-75.49534227;5.03950947;CE;1
M45726;AZA23L17;-75.47791891;5.042273491;RS6;70
M45734;AZA23L17;-75.49068316;5.041563623;CE;1
M45791;AZA23L17;-75.50308621;5.04113375;CE;2
M45792;AZA23L17;-75.50115127;5.040942832;RS1;9
M45796;AZA23L17;-75.50132247;5.039854881;GI;2
M45797;AZA23L17;-75.50077055;5.040701453;GI;1
M45802;AZA23L17;-75.50289143;5.041162203;CE;1
M45803;AZA23L17;-75.50050074;5.040071641;GI;1
M45804;AZA23L17;-75.50017846;5.040263401;CE;2
M45807;AZA23L17;-75.49959778;5.039952834;CE;2
M45878;AZA23L17;-75.49040321;5.041030508;CE;2
M45948;AZA23L17;-75.48072011;5.04503383;CE;1
M45950;AZA23L17;-75.4811807;5.033633436;CE;2
M45952;AZA23L17;-75.49162888;5.041144694;CE;4
M45955;AZA23L17;-75.48437969;5.036653262;CE;1
M45965;AZA23L17;-75.48252305;5.035057746;RS4;4
M45969;AZA23L17;-75.49672424;5.037995095;RS4;37
M46005;AZA23L17;-75.49631034;5.036190692;RS2;7
M46008;AZA23L18;-75.4844862;5.043608531;RS6;12
M46009;AZA23L19;-75.48011522;5.046147814;RS5;11
M46064;AZA23L19;-75.48085456;5.048653579;RS4;25
M46660;AZA23L19;-75.48001863;5.045833905;CE;11
M46668;AZA23L19;-75.48063988;5.046135548;RS4;19
M46671;AZA23L19;-75.47976862;5.045961649;RS6;8
M46687;AZA23L19;-75.480174;5.047540946;RS4;9
M46698;AZA23L19;-75.48002046;5.045823062;CE;1
M46721;AZA23L18;-75.49539122;5.039768121;CE;4
M46723;AZA23L17;-75.49523372;5.03780615;RS1;38
M46724;AZA23L18;-75.4956838;5.041043414;RS1;43
M46733;AZA23L18;-75.4964345;5.04224118;RS3;87
M46734;AZA23L18;-75.49683803;5.042370527;RS3;86
M46736;AZA23L18;-75.49725235;5.04251165;RS3;62
M46738;AZA23L18;-75.49731854;5.041236328;RS2;26
M46742;AZA23L18;-75.49887768;5.042869963;RS3;135
M46749;AZA23L18;-75.49951202;5.043357837;RS3;51
M46751;AZA23L18;-75.50050848;5.043205686;RS3;63
M46757;AZA23L18;-75.50070437;5.041974067;AP6;1
M46762;AZA23L18;-75.50099799;5.043939988;RS3;111
M46765;AZA23L18;-75.50194987;5.042841281;RS3;123
M46782;AZA23L18;-75.50299213;5.043135793;RS2;21
M46784;AZA23L18;-75.50232951;5.042413727;RS1;18
M46790;AZA23L18;-75.50223757;5.043903229;RS3;52
M46800;AZA23L17;-75.50015395;5.04033385;AP6;1
M46807;AZA23L18;-75.50091366;5.041911299;RS3;31
M46810;AZA23L17;-75.49898641;5.038918122;RS1;117
M46873;AZA23L18;-75.49991159;5.04363271;RS3;105
M46877;AZA23L19;-75.4813774;5.045712509;RS6;14
M46878;AZA23L19;-75.48145851;5.045719037;RS6;16
M46899;AZA23L19;-75.48108002;5.045672003;RS6;9
M46901;AZA23L19;-75.48128187;5.045701426;RS6;16
M46904;AZA23L19;-75.48174944;5.046181672;RS5;88
M46925;AZA23L17;-75.49406094;5.03818295;AP6;1
M46927;AZA23L19;-75.48013125;5.046225593;RS5;59
M46933;AZA23L18;-75.48157832;5.045016058;GI;1
M46934;AZA23L18;-75.48276985;5.045087693;RS6;50
M46940;AZA23L17;-75.49321697;5.034937495;RS2;9
M46941;AZA23L18;-75.48270585;5.045085727;PR6;1
M46944;AZA23L17;-75.48714983;5.040702536;CE;89
M46945;AZA23L19;-75.48064086;5.046106624;RS5;22
M46979;AZA23L19;-75.47390476;5.05770916;RS4;8
M51001;PSO23L13;-75.51531118;5.07430268;RS2;65
M51008;PSO23L13;-75.50059273;5.074230656;RS2;96
M51011;PSO23L13;-75.50038739;5.075258857;RS3;65
M51015;PSO23L13;-75.50078659;5.075696447;RS3;59
M51017;PSO23L13;-75.50104323;5.075812782;RS3;40
M51018;PSO23L13;-75.51554695;5.075227104;RS1;34
M51020;CHI23L16;-75.51658964;5.073497635;GI;1
M51021;PSO23L13;-75.50337476;5.076069786;RS3;84
M51023;PSO23L13;-75.5180086;5.074242323;CE;63
M51027;PSO23L13;-75.51466408;5.076848481;RS1;157
M51030;PSO23L13;-75.51470245;5.077758867;RS1;26
M51032;PSO23L13;-75.51442263;5.077902821;RS1;21
M51034;PSO23L13;-75.51395339;5.074362663;RS2;24
M51035;PSO23L13;-75.51353689;5.074367075;RS2;55
M51037;PSO23L13;-75.51332434;5.075029165;RS1;52
M51038;PSO23L13;-75.51337345;5.075599685;RS1;73
M51042;PSO23L13;-75.50365049;5.077021109;RS3;61
M51043;PSO23L13;-75.50465315;5.069353775;RS3;52
M51044;PSO23L13;-75.51262473;5.07243761;RS2;48
M51046;PSO23L13;-75.51328261;5.074392673;RS2;35
M51051;PSO23L13;-75.51546239;5.075525207;RS1;57
M51055;PSO23L13;-75.51471527;5.07505966;RS1;35
M51058;PSO23L13;-75.50886199;5.068311818;RS3;72
M51064;PSO23L13;-75.50421099;5.07027564;RS3;48
M51071;PSO23L13;-75.50413922;5.06790257;RS3;98
M51073;PSO23L13;-75.51068216;5.07014496;CE;1
M51076;PSO23L13;-75.51125909;5.073135767;RS1;90
M51078;CHI23L16;-75.5181961;5.073497909;CE;1
M51082;CHI23L16;-75.51730728;5.073474966;GI;1
M51083;CHI23L16;-75.51727958;5.072996701;OF;1
M51084;PSO23L13;-75.50514369;5.075611281;RS3;105
M51093;PSO23L13;-75.50450825;5.068510931;RS3;106
M51095;PSO23L13;-75.50272575;5.078267532;RS3;1
M51096;PSO23L13;-75.50291385;5.076912053;RS3;44
M51097;PSO23L13;-75.51440922;5.077909687;RS1;115
M51591;PSO23L13;-75.5052502;5.076670982;RS3;50
M51597;PSO23L12;-75.5032676;5.072684196;CE;1
M51598;PSO23L12;-75.50654852;5.071767452;RS2;41
M51757;PSO23L13;-75.51164715;5.074082255;RS1;50
M51781;PSO23L13;-75.50278638;5.094077921;RS1;2
M51788;PSO23L13;-75.51012046;5.071295242;RS1;84
M51793;PSO23L13;-75.50992982;5.071468339;RS1;28
M51797;PSO23L13;-75.50077508;5.077828856;RS3;91
M51799;PSO23L13;-75.50907186;5.070617431;RS1;166
M51803;PSO23L13;-75.51070942;5.071172831;RS2;6
M51812;PSO23L13;-75.51156896;5.072118658;RS1;28
M51814;PSO23L13;-75.51202512;5.072113438;OF;1
M51816;PSO23L13;-75.51258129;5.07176134;RS2;222
M51818;PSO23L13;-75.51262658;5.072045294;RS1;1
M51822;PSO23L13;-75.50964581;5.068713364;CE;126
M51864;PSO23L13;-75.50081526;5.07909992;RS3;52
M51869;PSO23L13;-75.50425557;5.070477332;RS3;54
M51873;PSO23L13;-75.50422668;5.069011038;RS3;45
M51874;PSO23L13;-75.51264076;5.072892342;RS2;35
M51876;PSO23L13;-75.50391032;5.070101345;RS3;63
M51880;PSO23L13;-75.50963492;5.069280937;RS2;1
M51881;PSO23L13;-75.50967231;5.068729611;ID6;1
M51882;PSO23L13;-75.50967163;5.068640117;CE;1
M51883;PSO23L13;-75.5099595;5.069263647;RS2;1
M51884;PSO23L13;-75.50971445;5.068715344;CE;127
M51885;PSO23L13;-75.5099595;5.069263647;CE;11
M51890;PSO23L13;-75.50252734;5.077928966;RS3;41
M52004;PSO23L12;-75.51467457;5.083326314;RS1;46
M52006;PSO23L12;-75.51481338;5.085198761;RS1;21
M52007;PSO23L12;-75.51284128;5.078327458;RS1;18
M52008;PSO23L12;-75.50172026;5.07321375;RS2;97
M52009;PSO23L12;-75.50301457;5.11688445;RS2;5
M52011;PSO23L12;-75.51472534;5.088055073;RS1;31
M52012;PSO23L12;-75.50239281;5.116024158;RS2;3
M52016;PSO23L12;-75.51602826;5.086465456;RS1;57
M52018;PSO23L12;-75.51280205;5.090809287;RS3;1
M52021;PSO23L12;-75.51324745;5.096363418;RS1;18
M52034;PSO23L12;-75.5024586;5.12117688;RS2;8
M52035;PSO23L12;-75.51139276;5.105740212;RS1;3
M52038;PSO23L12;-75.51184831;5.10822451;MacroMedidor;1
M52042;PSO23L12;-75.51090401;5.109864698;RS2;46
M52046;PSO23L12;-75.50639626;5.114680787;RS2;12
M52053;PSO23L12;-75.5119354;5.075294267;RS1;73
M52055;PSO23L12;-75.51231937;5.076440522;RS1;60
M52059;PSO23L12;-75.51213208;5.077093632;RS1;35
M52061;PSO23L12;-75.51299576;5.078565576;RS1;71
M52065;PSO23L12;-75.51376023;5.079315012;RS1;54
M52069;PSO23L12;-75.51402779;5.079387979;RS1;45
M52071;PSO23L12;-75.50391555;5.112329815;RS2;6
M52074;PSO23L12;-75.50615871;5.127012018;RS2;21
M52076;PSO23L12;-75.50557866;5.120160386;RS1;2
M52078;PSO23L12;-75.50531515;5.125415355;OF;1
M52089;PSO23L12;-75.51150719;5.120198459;RS2;4
M52094;PSO23L12;-75.5078673;5.086245927;GI;1
M52095;PSO23L12;-75.4933239;5.132196069;RS1;2
M52098;PSO23L12;-75.49225495;5.13534911;RS2;8
M52100;PSO23L12;-75.50970204;5.114018166;RS2;21
M52101;PSO23L12;-75.4951905;5.140070536;RS2;12
M52102;PSO23L12;-75.51536153;5.097104398;RS2;10
M52105;PSO23L12;-75.51763403;5.084522215;RS1;11
M52108;PSO23L12;-75.51647454;5.08272051;RS1;57
M52114;PSO23L12;-75.51016122;5.080524797;CE;1
M52120;PSO23L12;-75.4965875;5.129298866;RS2;4
M52125;PSO23L12;-75.50173722;5.126738054;RS2;1
M52126;PSO23L12;-75.5125628;5.097269327;RS1;18
M52127;PSO23L12;-75.49356008;5.143857658;RS2;14
M52128;PSO23L12;-75.49470698;5.137994758;RS1;2
M52133;PSO23L12;-75.49950623;5.133175033;RS2;6
M52158;PSO23L12;-75.51401347;5.089037757;RS1;17
M52162;PSO23L12;-75.49815543;5.137658921;RS2;11
M52171;PSO23L12;-75.50695588;5.100374281;CE;1
M52176;PSO23L12;-75.50970206;5.114009127;OF;1
M52589;PSO23L12;-75.50101559;5.073466038;RS2;88
M52602;PSO23L12;-75.50650223;5.072642374;RS2;63
M52607;PSO23L12;-75.50984476;5.07569958;RS2;2
M52608;PSO23L12;-75.50984476;5.07569958;CE;1
M52810;PSO23L13;-75.50351394;5.078891384;CE;1
M52872;PSO23L12;-75.48609632;5.144412116;RS2;18
M52875;PSO23L12;-75.48278871;5.147004131;RS2;13
M52879;PSO23L12;-75.48040295;5.153741938;RS2;6
M52881;PSO23L12;-75.49103814;5.140311489;RS2;10
M52883;PSO23L12;-75.4971055;5.136399816;RS2;7
M52888;PSO23L12;-75.48218576;5.137353319;RS1;11
M52894;PSO23L12;-75.47623674;5.133227229;RS1;2
M52896;PSO23L12;-75.48516075;5.137066987;RS1;16
M52898;PSO23L12;-75.47367811;5.144012084;RS2;9
M52899;PSO23L12;-75.46956107;5.145270816;RS2;4
M52902;PSO23L12;-75.47356988;5.151207211;RS2;6
M52912;PSO23L12;-75.51530613;5.09169223;RS1;12
M52913;PSO23L12;-75.5130639;5.093613115;RS2;4
M52916;PSO23L12;-75.5056421;5.129954939;RS2;14
M52920;PSO23L12;-75.50251924;5.108388783;RS2;3
M52923;PSO23L12;-75.46098574;5.149379154;RS2;2
M52924;PSO23L12;-75.51415275;5.081026265;RS3;40
M52926;PSO23L12;-75.51277935;5.08156892;RS3;53
M52927;PSO23L12;-75.5126346;5.081780999;RS3;89
M52931;PSO23L12;-75.51326419;5.083127628;RS3;87
M52933;PSO23L12;-75.51358993;5.083752155;RS3;71
M52937;PSO23L12;-75.51401925;5.084788238;RS3;71
M52938;PSO23L12;-75.51398814;5.08534862;RS3;112
M52945;PSO23L12;-75.51259871;5.085062298;RS3;47
M52947;PSO23L12;-75.51186952;5.08463566;RS3;39
M52949;PSO23L12;-75.51175164;5.08529165;RS3;94
M52951;PSO23L12;-75.51350491;5.086104062;RS3;106
M52952;PSO23L12;-75.51347869;5.086504454;RS3;47
M52954;PSO23L12;-75.51380217;5.082847804;RS1;57
M52955;PSO23L12;-75.51392061;5.082333737;RS1;155
M52961;PSO23L12;-75.5139873;5.085325846;RS3;72
M52963;PSO23L12;-75.51366884;5.086534747;RS3;59
M53001;PSO23L15;-75.5101152;5.057798164;ID6;1
M53012;PSO23L15;-75.49794644;5.062936457;CR6;1
M53042;PSO23L15;-75.4986615;5.06359448;CR6;1
M53047;PSO23L15;-75.50068384;5.062713544;OF6;1
M53052;PSO23L15;-75.50948777;5.057799354;CR6;1
M53147;PSO23L15;-75.50111255;5.060277518;CE;1
M53151;PSO23L15;-75.49910007;5.061554416;CE;1
M53155;PSO23L15;-75.5013378;5.060694793;CE;2
M53156;PSO23L15;-75.50169422;5.0612977;RS2;1
M53159;PSO23L15;-75.50219575;5.05893959;GI;1
M53220;PSO23L15;-75.50002443;5.062151479;CE;1
M53459;PSO23L15;-75.50274575;5.071151614;CE;1
M53471;PSO23L15;-75.50194994;5.066992362;RS3;36
M53488;PSO23L15;-75.5014117;5.062190122;OC;1
M53490;PSO23L15;-75.50111229;5.061866677;GI;1
M53492;PSO23L15;-75.50037406;5.061466229;RS4;8
M53493;PSO23L15;-75.50001324;5.061193256;GI;2
M53494;PSO23L15;-75.5003747;5.061572897;OF;1
M53505;PSO23L15;-75.50066333;5.061139702;CE;1
M53516;PSO23L15;-75.50131652;5.060178581;CE;1
M53521;PSO23L15;-75.50193254;5.061533311;GI;1
M53533;PSO23L15;-75.50552961;5.057353124;GI;1
M53584;PSO23L15;-75.50675822;5.050296172;CE;1
M53862;PSO23L15;-75.50127144;5.060180279;GI;1
M53863;PSO23L15;-75.50139903;5.062209978;RS3;83
M53900;PSO23L15;-75.50186067;5.066258129;CE;1
M53903;PSO23L15;-75.49922278;5.061879237;CE;1
M53906;PSO23L15;-75.50149887;5.067962464;ID6;1
M54006;PSO23L16;-75.48537418;5.092046259;RS2;4
M54011;PSO23L16;-75.48325673;5.098901986;RS2;2
M54013;PSO23L16;-75.47865515;5.097190199;CE;1
M54015;PSO23L16;-75.47659254;5.096083141;RS2;1
M54019;PSO23L16;-75.48370536;5.103404773;CE;1
M54021;PSO23L16;-75.48277861;5.106313185;RS4;1
M54025;PSO23L16;-75.47957711;5.110382008;RS1;13
M54027;PSO23L16;-75.47645819;5.111321545;RS1;7
M54030;PSO23L16;-75.48037849;5.103513999;CE;1
M54032;PSO23L16;-75.46971498;5.117362858;RS1;6
M54033;PSO23L16;-75.44970639;5.130881147;RS1;1
M54035;PSO23L16;-75.45947222;5.117906477;RS1;5
M54038;PSO23L16;-75.45310533;5.125853994;RS2;2
M54039;PSO23L16;-75.45726725;5.134244086;RS2;3
M54041;PSO23L16;-75.48185619;5.114735693;CE;1
M54042;PSO23L16;-75.4832743;5.117279331;RS2;3
M54045;PSO23L16;-75.48278225;5.123370721;CE;1
M54048;PSO23L16;-75.48251914;5.124203208;RS2;3
M54050;PSO23L16;-75.48954211;5.127355932;RS1;7
M54051;PSO23L16;-75.48970593;5.072951935;RS2;67
M54054;PSO23L19;-75.49499504;5.074747549;OF;1
M54058;PSO23L19;-75.49165552;5.083382946;RS2;66
M54060;PSO23L19;-75.49116692;5.084110327;RS2;65
M54062;PSO23L19;-75.49064438;5.083610055;RS2;49
M54063;PSO23L19;-75.49021849;5.082179788;RS2;75
M54066;PSO23L16;-75.46993908;5.119676615;RS1;3
M54067;PSO23L16;-75.49090775;5.078410258;RS2;113
M54071;PSO23L16;-75.47851166;5.096521823;CE;1
M54074;PSO23L16;-75.48158;5.12892;RS2;10
M54076;PSO23L19;-75.49165371;5.08411876;CE;1
M54077;PSO23L16;-75.48872176;5.076158543;OF;1
M54079;PSO23L19;-75.4891914;5.083149971;OF;1
M54090;PSO23L19;-75.49025313;5.085078918;RS1;76
M54091;PSO23L19;-75.490173;5.085404143;RS1;59
M54092;PSO23L19;-75.49009566;5.085695929;RS1;101
M54094;PSO23L19;-75.49001563;5.086346578;RS1;69
M54096;PSO23L16;-75.47711633;5.095716542;CE;1
M54098;PSO23L19;-75.48969868;5.090593471;RS1;151
M54099;PSO23L19;-75.49009572;5.085668811;CE;1
M54104;PSO23L19;-75.48679635;5.088552395;RS1;74
M54105;PSO23L16;-75.49409065;5.071878884;AP6;1
M54106;PSO23L16;-75.49394328;5.071687787;CE;1
M54204;PSO23L19;-75.48957279;5.089362879;RS1;75
M54205;PSO23L19;-75.48965357;5.089505904;RS1;125
M54206;PSO23L19;-75.48970358;5.089697665;RS1;125
M54207;PSO23L19;-75.48969494;5.089914593;RS1;100
M54210;PSO23L19;-75.4900567;5.089440912;RS1;76
M54211;PSO23L19;-75.49019847;5.08971516;RS1;76
M54212;PSO23L19;-75.48962499;5.090131369;RS1;102
M54217;PSO23L19;-75.49159961;5.090731954;OF;1
M54320;PSO23L20;-75.49079448;5.066504;CE;1
M54321;PSO23L20;-75.49083526;5.066044892;CR6;1
M54322;PSO23L20;-75.49090393;5.06598088;CE;1
M54337;PSO23L16;-75.49825726;5.07337431;RS2;85
M54339;PSO23L16;-75.49807931;5.072781782;RS2;89
M54342;PSO23L16;-75.49740747;5.073617199;CE;1
M54344;PSO23L20;-75.49065776;5.066011913;CE;1
M54347;PSO23L19;-75.49697797;5.074519198;RS2;61
M54350;PSO23L19;-75.49716091;5.075280778;RS2;43
M54356;PSO23L19;-75.4965293;5.075884879;RS2;35
M54358;PSO23L19;-75.49585763;5.07628097;RS2;71
